"country";"datum";"tests_done";"vaccinations";"death";"cases";"hospital_admissions100k";"icu_admissions100k"
"France";"2020-01-20";NA;NA;0;3;NA;NA
"France";"2020-01-27";NA;NA;0;3;NA;NA
"France";"2020-02-03";NA;NA;0;5;NA;NA
"France";"2020-02-10";NA;NA;1;1;NA;NA
"France";"2020-02-17";NA;NA;0;0;NA;NA
"France";"2020-02-24";3318;NA;1;121;0;0
"France";"2020-03-02";11101;NA;17;981;0;0
"France";"2020-03-09";29623;NA;108;4297;1.72310795913073;0.429291551886881
"France";"2020-03-16";73235;NA;547;11266;11.4289591703033;2.56832212184227
"France";"2020-03-23";122870;NA;1932;23485;25.1558907654129;5.53177072396797
"France";"2020-03-30";127029;NA;5472;31002;29.6939035370891;5.92244089056399
"France";"2020-04-06";140316;NA;6315;25898;24.3448416743048;3.76558506585897
"France";"2020-04-13";145101;NA;5325;16220;15.2049423014329;2.28311804584822
"France";"2020-04-20";152395;NA;3138;11120;11.3160658902223;1.52405928109322
"France";"2020-04-27";121301;NA;2039;6144;7.27567481363993;0.977418135437949
"France";"2020-05-04";120408;NA;1485;4046;5.40105218913736;0.741233510005375
"France";"2020-05-11";151072;NA;1331;3392;3.9735463712713;0.573379027779709
"France";"2020-05-18";234881;NA;656;4663;2.62328332398696;0.355019657096763
"France";"2020-05-25";257262;NA;435;4005;2.09892374676873;0.314912833910099
"France";"2020-06-01";202424;NA;353;3169;1.4483019484073;0.20201955382912
"France";"2020-06-08";218461;NA;252;3282;1.04426284074906;0.161912730642457
"France";"2020-06-15";217904;NA;233;3558;0.91502974381425;0.115864155872584
"France";"2020-06-22";240414;NA;138;3575;0.818476280587097;0.112893280080979
"France";"2020-06-29";303147;NA;115;3832;0.79470927425426;0.121805907455793
"France";"2020-07-06";346837;NA;111;3994;0.747175261588584;0.117349593768386
"France";"2020-07-13";360933;NA;148;4503;0.756087888963398;0.120320469559991
"France";"2020-07-20";458742;NA;40;6628;0.837786973232528;0.115864155872584
"France";"2020-07-27";528539;NA;73;8503;0.932854998563879;0.160427292746654
"France";"2020-08-03";537696;NA;59;11908;0.987816200708566;0.164883606434061
"France";"2020-08-10";545595;NA;86;17306;1.22102995034954;0.188650612766899
"France";"2020-08-17";726779;NA;103;28123;1.40522424942903;0.25846619386961
"France";"2020-08-24";886364;NA;93;39812;1.58644767271692;0.304514768639483
"France";"2020-08-31";957415;NA;95;52783;2.29351611111884;0.448602244532311
"France";"2020-09-07";1136032;NA;215;64661;3.22191479599531;0.629825667820198
"France";"2020-09-14";1150879;NA;369;75740;4.71775075706828;0.904631678543634
"France";"2020-09-21";935477;NA;442;74047;5.70705239567265;1.20171925770411
"France";"2020-09-28";853488;NA;503;79885;5.88381950527313;1.29975815882706
"France";"2020-10-05";982987;NA;500;123001;6.88351920914811;1.3250106030557
"France";"2020-10-12";1228308;NA;747;174734;10.5050167991143;1.98751590458355
"France";"2020-10-19";1428405;NA;1284;275387;17.1063028080599;2.76142904829658
"France";"2020-10-26";2099639;NA;2258;334435;24.0002200824786;3.80866276483724
"France";"2020-11-02";2099639;NA;3420;304537;27.485057386031;4.39838160947077
"France";"2020-11-09";1612148;NA;4109;178236;23.7937442149621;3.90075991437698
"France";"2020-11-16";1383189;NA;4184;116361;18.7729641271502;2.85798251152373
"France";"2020-11-23";1200875;NA;3593;78220;12.8133872891911;1.87313718660677
"France";"2020-11-30";1138790;NA;2830;72108;12.0186780149369;1.59536030009173
"France";"2020-12-07";1274280;NA;2756;78718;12.115231478164;1.65477781592382
"France";"2020-12-14";2019795;NA;2638;94277;12.3573578551798;1.66369044329864
"France";"2020-12-21";3121871;NA;2560;85079;10.7768519340461;1.59387486219593
"France";"2020-12-28";1764486;0;1928;89718;10.6357353339449;1.62209818221617
"France";"2021-01-04";1968125;0;2713;123772;12.5831444153418;1.99791396985417
"France";"2021-01-11";1880326;476;2533;120584;13.7120772161515;2.02910816566602
"France";"2021-01-18";1940581;3228;2766;132681;15.7961465839622;2.47176865861512
"France";"2021-01-25";2086042;189775;3008;134201;15.632748415424;2.59803087975832
"France";"2021-02-01";2146280;813614;2908;131725;15.7426708197134;2.5207881091766
"France";"2021-02-08";2097665;1580232;2849;114493;13.8353685615031;2.52970073655141
"France";"2021-02-15";2063696;2096592;2492;120503;13.1817758873501;2.62922507557017
"France";"2021-02-22";1988143;1707940;2148;130574;13.6467179487362;2.76439992408818
"France";"2021-03-01";1960226;1360114;2146;128276;13.3912226306582;2.9634486021257
"France";"2021-03-08";2168935;1200357;1855;149109;13.8635918815234;3.24865267811975
"France";"2021-03-15";2539710;829659;1850;190121;15.5406512658842;3.49820624461455
"France";"2021-03-22";2994256;910125;2318;230574;18.0480704339986;3.99434250181253
"France";"2021-03-29";3477223;1829378;2055;243764;19.4161587360326;4.52167295482237
"France";"2021-04-05";2538109;2358214;2100;205598;19.563217087717;4.61822641804952
"France";"2021-04-12";2263158;3275583;1984;201074;18.676410663923;4.32559515257646
"France";"2021-04-19";1980759;4003764;2125;178829;17.5504487389048;4.27063395043177
"France";"2021-04-26";2098336;4052109;1961;132684;15.2049423014329;3.55762376044664
"France";"2021-05-03";2213550;4967132;1573;109016;11.4200465429285;2.68418627771486
"France";"2021-05-10";2042446;4283439;1224;88274;7.7569566918799;1.7632147823174
"France";"2021-05-17";2364348;3554113;980;101042;6.51958692467653;1.58793311061272
"France";"2021-05-24";2011880;4353773;806;62447;4.55880890221743;1.24479695668237
"France";"2021-05-31";2042427;6050903;596;46640;3.9126434175434;0.941767625938693
"France";"2021-06-07";1893011;7125103;393;27912;2.81639025044126;0.720437379464142
"France";"2021-06-14";1760329;9220629;347;16646;1.88502068977319;0.432262427678485
"France";"2021-06-21";1649568;11113696;230;12710;1.32798147884731;0.329767212868123
"France";"2021-06-28";1776653;11745959;193;16182;1.11556385974757;0.242126377015784
"France";"2021-07-05";2055419;10860483;164;26436;1.05317546812387;0.22727199805776
"France";"2021-07-12";2165543;10339568;147;55091;1.56268066638408;0.30302933074368
"France";"2021-07-19";2902879;9654182;143;126207;2.47919584809413;0.557039210925883
"France";"2021-07-26";3578020;6804134;272;152682;4.85292560558629;1.11853473553917
"France";"2021-08-02";3648523;5548016;334;158539;6.41263539617876;1.58793311061272
"France";"2021-08-09";4646890;6213791;452;165877;7.00829599239551;1.65032150223642
"France";"2021-08-16";4810888;7700786;670;148576;8.40757849024133;1.99494309406256
"France";"2021-08-23";4384624;8181173;838;122877;7.26230587257771;1.68300113594407
"France";"2021-08-30";3869044;6642532;695;93964;5.87936319158572;1.43938932103248
"France";"2021-09-06";3534391;4346259;612;68619;4.95542082039666;1.37254461572138
"France";"2021-09-13";NA;NA;513;50262;3.60367233521651;0.922456933293262
"Germany";"2019-12-30";NA;NA;0;0;0.0324649125537741;NA
"Germany";"2020-01-06";NA;NA;0;0;0.048096166746332;NA
"Germany";"2020-01-13";NA;NA;0;0;0.0252504875418243;NA
"Germany";"2020-01-20";NA;NA;0;0;0.0336673167224324;NA
"Germany";"2020-01-27";NA;NA;0;9;0.068537037613523;NA
"Germany";"2020-02-03";NA;NA;0;4;0.0312625083851158;NA
"Germany";"2020-02-10";NA;NA;0;2;0.0444889542403571;NA
"Germany";"2020-02-17";NA;NA;0;0;0.0709418459508396;NA
"Germany";"2020-02-24";NA;NA;0;114;0.221242367033127;NA
"Germany";"2020-03-02";69493;NA;0;773;0.418436650693088;NA
"Germany";"2020-03-09";129291;NA;12;3936;1.10741423933429;NA
"Germany";"2020-03-16";374534;NA;82;19936;2.82925700885298;NA
"Germany";"2020-03-23";377599;NA;361;32524;5.3975923131071;NA
"Germany";"2020-03-30";417646;NA;979;38093;5.0200374041484;NA
"Germany";"2020-04-06";386241;NA;1365;27625;3.67214233108245;NA
"Germany";"2020-04-13";339983;NA;1605;18656;2.59238338762729;NA
"Germany";"2020-04-20";363659;NA;1346;13521;1.82765433636061;NA
"Germany";"2020-04-27";327799;NA;942;7982;1.20480897699562;NA
"Germany";"2020-05-04";385638;NA;725;6400;0.906612743168357;NA
"Germany";"2020-05-11";431682;NA;518;5122;0.583166021799275;NA
"Germany";"2020-05-18";356489;NA;322;3873;0.447294350740887;NA
"Germany";"2020-05-25";408078;NA;254;3245;0.371542888115414;NA
"Germany";"2020-06-01";342328;NA;163;2378;0.277755362960067;NA
"Germany";"2020-06-08";327980;NA;117;2268;0.342685188067615;NA
"Germany";"2020-06-15";384834;NA;94;3898;0.311422679682499;NA
"Germany";"2020-06-22";472823;NA;76;3402;0.266933725442142;NA
"Germany";"2020-06-29";512969;NA;55;2793;0.253707279586901;NA
"Germany";"2020-07-06";513572;NA;48;2409;0.266933725442142;NA
"Germany";"2020-07-13";544219;NA;22;2860;0.312625083851158;NA
"Germany";"2020-07-20";556634;NA;32;3786;0.36072125059749;NA
"Germany";"2020-07-27";589201;NA;30;4793;0.411222225681138;NA
"Germany";"2020-08-03";719476;NA;49;5925;0.36793567560944;NA
"Germany";"2020-08-10";871191;NA;35;7687;0.408817417343822;NA
"Germany";"2020-08-17";1034449;NA;40;9561;0.372745292284073;NA
"Germany";"2020-08-24";1133623;NA;26;8806;0.349899613079565;NA
"Germany";"2020-08-31";1052942;NA;27;8418;0.400400588163214;NA
"Germany";"2020-09-07";1148465;NA;25;9556;0.477354454957345;NA
"Germany";"2020-09-14";1147879;NA;36;11982;0.696192013653155;NA
"Germany";"2020-09-21";1220279;NA;74;12995;0.737073755387537;NA
"Germany";"2020-09-28";1129127;NA;74;15287;1.03406758504614;NA
"Germany";"2020-10-05";1218988;NA;87;24712;1.61122158600212;NA
"Germany";"2020-10-12";1284349;NA;168;40968;2.37234342476282;NA
"Germany";"2020-10-19";1445463;NA;267;71567;3.72745292284073;NA
"Germany";"2020-10-26";1663992;NA;474;107161;5.24608938785616;NA
"Germany";"2020-11-02";1634729;NA;822;126841;6.0492953725199;NA
"Germany";"2020-11-09";1467454;NA;1195;129459;6.79478595708805;NA
"Germany";"2020-11-16";1400145;NA;1565;127806;6.9114191614479;NA
"Germany";"2020-11-23";1381117;NA;2136;124736;7.61602800428167;NA
"Germany";"2020-11-30";1395790;NA;2671;129785;8.61642827260537;NA
"Germany";"2020-12-07";1516038;NA;3056;153424;9.23807122780171;NA
"Germany";"2020-12-14";1672033;NA;4300;173574;9.54227948247226;NA
"Germany";"2020-12-21";1090372;9;3851;141182;9.05049617749102;NA
"Germany";"2020-12-28";845729;922;4448;123679;9.28857220288536;NA
"Germany";"2021-01-04";1231405;603;6112;145511;8.98436394821481;NA
"Germany";"2021-01-11";1187564;19673;5947;119635;7.90821221726563;NA
"Germany";"2021-01-18";1113690;248019;5454;101006;7.61963521678764;NA
"Germany";"2021-01-25";1151633;332769;5033;80306;6.44248153567117;NA
"Germany";"2021-02-01";1101499;451259;4555;66574;5.61041785095962;NA
"Germany";"2021-02-08";1060602;423534;3401;50442;4.67855462024944;NA
"Germany";"2021-02-15";1103231;341837;2827;51941;4.23727229035185;NA
"Germany";"2021-02-22";1171798;368809;2202;56140;4.14228236102784;NA
"Germany";"2021-03-01";1153270;385566;1829;58125;4.10500783179943;NA
"Germany";"2021-03-08";1280050;392091;1484;70656;4.5787550742508;NA
"Germany";"2021-03-15";1370314;460728;1296;91376;5.20039802944714;NA
"Germany";"2021-03-22";1418621;536848;1199;115048;6.03246171415869;NA
"Germany";"2021-03-29";1181417;557573;1100;111610;6.62765177764454;NA
"Germany";"2021-04-05";1172533;554425;1439;117630;6.9030023322673;NA
"Germany";"2021-04-12";1315269;474179;1554;142186;7.15550720768554;NA
"Germany";"2021-04-19";1430459;442806;1618;145626;7.09779180758994;NA
"Germany";"2021-04-26";1364159;708406;1652;126657;6.42444547314129;NA
"Germany";"2021-05-03";1258370;1231190;1553;101269;5.20520764612178;NA
"Germany";"2021-05-10";1102491;1528269;1331;71595;3.88857508144094;NA
"Germany";"2021-05-17";1221100;2453838;1263;52794;2.87975798393663;NA
"Germany";"2021-05-24";951220;2909546;1019;29486;1.724247577856;NA
"Germany";"2021-05-31";883832;3172752;802;20358;1.18557051029708;NA
"Germany";"2021-06-07";835367;4124572;600;14034;0.821242047193618;NA
"Germany";"2021-06-14";730722;3986592;551;6809;0.553105917582817;NA
"Germany";"2021-06-21";714477;3531420;367;4602;0.382364525633339;NA
"Germany";"2021-06-28";726832;2905424;269;4195;0.312625083851158;NA
"Germany";"2021-07-05";612225;3059144;202;5365;0.341482783898957;NA
"Germany";"2021-07-12";607770;3118944;130;8738;0.435270309054304;NA
"Germany";"2021-07-19";594342;2581074;164;11629;0.560320342594767;NA
"Germany";"2021-07-26";583319;2398510;133;15253;0.800801176326427;NA
"Germany";"2021-08-02";587999;2120856;124;19840;1.03046037254016;NA
"Germany";"2021-08-09";567948;1965023;87;31190;1.58116148178566;NA
"Germany";"2021-08-16";690888;1380681;109;48726;2.09579046597141;NA
"Germany";"2021-08-23";852589;1038266;160;65241;2.57434732509742;NA
"Germany";"2021-08-30";933983;803441;214;73284;2.71262380449312;NA
"Germany";"2021-09-06";930000;715556;264;72761;2.46372614158085;NA
"Germany";"2021-09-13";NA;NA;353;62701;1.41643211067948;NA
"Greece";"2019-12-30";NA;NA;0;0;NA;0
"Greece";"2020-01-06";NA;NA;0;0;NA;0
"Greece";"2020-01-13";NA;NA;0;0;NA;0
"Greece";"2020-01-20";NA;NA;0;0;NA;0
"Greece";"2020-01-27";NA;NA;0;0;NA;0
"Greece";"2020-02-03";NA;NA;0;0;NA;0
"Greece";"2020-02-10";NA;NA;0;0;NA;0
"Greece";"2020-02-17";NA;NA;0;0;NA;0
"Greece";"2020-02-24";200;NA;0;7;0.102625677970885;0
"Greece";"2020-03-02";1035;NA;0;66;0.279888212647869;0.0186592141765246
"Greece";"2020-03-09";5714;NA;4;258;0.615754067825311;0.12128489214741
"Greece";"2020-03-16";9925;NA;11;293;1.6326812404459;0.401173104795278
"Greece";"2020-03-23";8993;NA;23;532;2.93882623280262;0.513128389854425
"Greece";"2020-03-30";9732;NA;35;579;1.59536281209285;0.373184283530491
"Greece";"2020-04-06";10379;NA;25;379;0.998267958444064;0.186592141765246
"Greece";"2020-04-13";10919;NA;12;121;0.541117211119212;0.158603320500459
"Greece";"2020-04-20";14240;NA;20;271;0.625083674913573;0.0932960708826228
"Greece";"2020-04-27";18419;NA;14;120;0.354525069353967;0.0373184283530491
"Greece";"2020-05-04";26853;NA;7;90;0.401173104795278;0.0373184283530491
"Greece";"2020-05-11";30119;NA;12;118;0.186592141765246;0.0466480354413114
"Greece";"2020-05-18";34174;NA;8;44;0.12128489214741;0.0373184283530491
"Greece";"2020-05-25";27497;NA;4;39;0.0746368567060983;0.0186592141765246
"Greece";"2020-06-01";31579;NA;5;80;0.289217819736131;0.0279888212647869
"Greece";"2020-06-08";35367;NA;3;124;0.177262534676983;0.0746368567060983
"Greece";"2020-06-15";34696;NA;7;145;NA;0.0186592141765246
"Greece";"2020-06-22";34964;NA;1;110;NA;0.0279888212647869
"Greece";"2020-06-29";43438;NA;1;143;NA;0.0279888212647869
"Greece";"2020-07-06";62993;NA;1;284;NA;0.0373184283530491
"Greece";"2020-07-13";64682;NA;1;204;NA;0.0186592141765246
"Greece";"2020-07-20";53361;NA;8;186;NA;0.065307249617836
"Greece";"2020-07-27";57263;NA;6;469;NA;0.102625677970885
"Greece";"2020-08-03";70061;NA;4;961;0.988938351355802;0.149273713412197
"Greece";"2020-08-10";79411;NA;16;1452;2.13648002321206;0.111955285059147
"Greece";"2020-08-17";82050;NA;14;1589;1.67932927588721;0.177262534676983
"Greece";"2020-08-24";91067;NA;20;1470;1.86592141765246;0.167932927588721
"Greece";"2020-08-31";87938;NA;22;1390;2.00586552397639;0.20525135594177
"Greece";"2020-09-07";96146;NA;21;1716;2.42569784294819;0.335865855177442
"Greece";"2020-09-14";85002;NA;33;1902;3.17206641000918;0.419832318971803
"Greece";"2020-09-21";76379;NA;41;2302;3.13474798165613;0.270558605559606
"Greece";"2020-09-28";76821;NA;30;2398;3.71318362112839;0.44782114023659
"Greece";"2020-10-05";84070;NA;40;2516;3.38664737303921;0.373184283530491
"Greece";"2020-10-12";129761;NA;60;3012;3.91843497707016;0.317206641000918
"Greece";"2020-10-19";147588;NA;65;5412;5.50446818207475;0.53178760403095
"Greece";"2020-10-26";145698;NA;61;10147;9.0030708401731;0.923631101737966
"Greece";"2020-11-02";166432;NA;149;15769;17.8288791456692;1.46474831285718
"Greece";"2020-11-09";172922;NA;322;17507;28.4832904404648;2.68692684141954
"Greece";"2020-11-16";185997;NA;524;17414;31.8512785993274;3.33066973050963
"Greece";"2020-11-23";182875;NA;691;12608;27.923514015169;2.92016701862609
"Greece";"2020-11-30";167417;NA;682;11244;23.6132355403918;2.61228998471344
"Greece";"2020-12-07";184638;NA;622;9063;18.4632924276711;2.276424129536
"Greece";"2020-12-14";196345;NA;547;6538;14.7034607711014;1.83793259638767
"Greece";"2020-12-21";148461;0;500;4859;11.1022324350321;1.60469241918111
"Greece";"2020-12-28";149090;0;285;4168;9.81474665685192;1.17553049312105
"Greece";"2021-01-04";180498;0;306;4639;8.72318262752523;0.998267958444064
"Greece";"2021-01-11";193502;1;206;3869;8.75117144879002;0.97960874426754
"Greece";"2021-01-18";176183;12446;177;3373;6.75463553190189;0.830335030855343
"Greece";"2021-01-25";209772;142148;150;4977;8.68586419917218;0.625083674913573
"Greece";"2021-02-01";252777;157798;176;6989;11.419439076033;1.03558638679711
"Greece";"2021-02-08";281794;240173;154;8182;NA;1.45541870576892
"Greece";"2021-02-15";230891;239083;171;7674;14.2556396308648;1.33413381362151
"Greece";"2021-02-22";295670;263106;207;11298;18.6498845694363;1.86592141765246
"Greece";"2021-03-01";324203;165101;254;14020;23.9957494310106;2.0525135594177
"Greece";"2021-03-08";290331;128048;333;16027;29.5655248627032;2.87351898318478
"Greece";"2021-03-15";265759;162283;371;15978;30.8530106408834;3.1907256241857
"Greece";"2021-03-22";279741;273997;418;16906;29.1923405791727;3.15340719583265
"Greece";"2021-03-29";334022;338511;500;21383;32.4203846317114;3.1907256241857
"Greece";"2021-04-05";573617;229419;505;20066;34.9860265809836;3.2653624808918
"Greece";"2021-04-12";829537;114690;577;19793;33.4466414114203;3.65720597859881
"Greece";"2021-04-19";1163962;145319;545;17856;30.8436810337951;3.09742955330308
"Greece";"2021-04-26";766828;387936;446;13293;28.1567541923756;3.09742955330308
"Greece";"2021-05-03";2456491;828838;576;15582;24.648821927189;2.16446884447685
"Greece";"2021-05-10";1511821;1061302;386;15086;20.4598283445592;1.99653591688813
"Greece";"2021-05-17";4176775;670795;357;12714;17.6329573968157;1.4834075270337
"Greece";"2021-05-24";3559807;648747;282;11497;13.2853604936855;1.29681538526846
"Greece";"2021-05-31";3209486;891529;223;8067;10.3651934750594;0.970279137179277
"Greece";"2021-06-07";3218265;1326090;145;5565;6.89457963822583;0.606424460737048
"Greece";"2021-06-14";2894879;1281339;126;3409;4.22631201098281;0.503798782766163
"Greece";"2021-06-21";2733266;1255718;116;2563;3.20005523127396;0.307877033912655
"Greece";"2021-06-28";1504450;1134882;73;5059;2.50033469965429;0.167932927588721
"Greece";"2021-07-05";1613805;868950;55;12845;4.09569751174714;0.12128489214741
"Greece";"2021-07-12";1325626;997710;58;18503;7.4450264564333;0.270558605559606
"Greece";"2021-07-19";1198248;876000;48;18607;10.421171117589;0.513128389854425
"Greece";"2021-07-26";1381173;857323;77;18988;11.2981541838856;0.904971887561441
"Greece";"2021-08-02";1297113;584793;100;19285;12.8188801392724;0.904971887561441
"Greece";"2021-08-09";1048864;432608;148;22933;15.2352483751323;1.10089363641495
"Greece";"2021-08-16";1105487;329921;161;22061;17.07318097152;1.51139634829849
"Greece";"2021-08-23";1118563;296747;252;22129;17.2411138991087;1.36212263488629
"Greece";"2021-08-30";1086623;194096;250;18636;15.1232930900732;1.66999966879895
"Greece";"2021-09-06";1048942;208800;283;15206;13.5839079205099;1.25949695691541
"Greece";"2021-09-13";NA;126949;297;15627;4.00240144086452;1.15687127894452
"Hungary";"2020-03-02";318;NA;0;8;NA;NA
"Hungary";"2020-03-09";1232;NA;1;31;NA;NA
"Hungary";"2020-03-16";4534;NA;6;128;NA;NA
"Hungary";"2020-03-23";8416;NA;8;280;NA;NA
"Hungary";"2020-03-30";9695;NA;23;297;NA;NA
"Hungary";"2020-04-06";12154;NA;71;714;NA;NA
"Hungary";"2020-04-13";13838;NA;90;526;NA;NA
"Hungary";"2020-04-20";16894;NA;81;599;NA;NA
"Hungary";"2020-04-27";19890;NA;71;452;NA;NA
"Hungary";"2020-05-04";29139;NA;70;249;NA;NA
"Hungary";"2020-05-11";26030;NA;41;251;NA;NA
"Hungary";"2020-05-18";24758;NA;29;221;NA;NA
"Hungary";"2020-05-25";25990;NA;35;120;NA;NA
"Hungary";"2020-06-01";22542;NA;16;94;NA;NA
"Hungary";"2020-06-08";24420;NA;21;106;NA;NA
"Hungary";"2020-06-15";22516;NA;9;26;NA;NA
"Hungary";"2020-06-22";17210;NA;9;40;NA;NA
"Hungary";"2020-06-29";11054;NA;8;41;NA;NA
"Hungary";"2020-07-06";10319;NA;6;51;NA;NA
"Hungary";"2020-07-13";14216;NA;1;99;NA;NA
"Hungary";"2020-07-20";18032;NA;0;115;NA;NA
"Hungary";"2020-07-27";17577;NA;1;87;NA;NA
"Hungary";"2020-08-03";14904;NA;5;161;NA;NA
"Hungary";"2020-08-10";19098;NA;6;220;NA;NA
"Hungary";"2020-08-17";17583;NA;5;239;NA;NA
"Hungary";"2020-08-24";33703;NA;1;806;NA;NA
"Hungary";"2020-08-31";56204;NA;10;2426;NA;NA
"Hungary";"2020-09-07";74992;NA;13;3922;NA;NA
"Hungary";"2020-09-14";78224;NA;49;6557;NA;NA
"Hungary";"2020-09-21";63989;NA;63;5850;NA;NA
"Hungary";"2020-09-28";68125;NA;84;6764;NA;NA
"Hungary";"2020-10-05";68499;NA;135;7097;NA;NA
"Hungary";"2020-10-12";69935;NA;205;9191;NA;NA
"Hungary";"2020-10-19";86306;NA;299;13795;NA;NA
"Hungary";"2020-10-26";107033;NA;417;21217;NA;NA
"Hungary";"2020-11-02";128028;NA;604;31998;NA;NA
"Hungary";"2020-11-09";140824;NA;697;32678;NA;NA
"Hungary";"2020-11-16";151935;NA;701;30496;NA;NA
"Hungary";"2020-11-23";184241;NA;932;39170;NA;NA
"Hungary";"2020-11-30";200615;NA;1161;37026;NA;NA
"Hungary";"2020-12-07";171128;NA;1146;29722;NA;NA
"Hungary";"2020-12-14";145292;NA;1152;21260;NA;NA
"Hungary";"2020-12-21";96262;0;879;11539;NA;NA
"Hungary";"2020-12-28";85129;0;816;12182;NA;NA
"Hungary";"2021-01-04";131216;0;748;14805;NA;NA
"Hungary";"2021-01-11";111022;2088;684;9047;NA;NA
"Hungary";"2021-01-18";98519;32104;615;7715;NA;NA
"Hungary";"2021-01-25";109018;170041;554;8292;NA;NA
"Hungary";"2021-02-01";104432;143759;577;8945;NA;NA
"Hungary";"2021-02-08";112875;72209;597;11144;NA;NA
"Hungary";"2021-02-15";131079;234524;595;16847;NA;NA
"Hungary";"2021-02-22";161036;76905;711;27279;NA;NA
"Hungary";"2021-03-01";193941;97355;930;35788;NA;NA
"Hungary";"2021-03-08";229902;182054;1095;55483;NA;NA
"Hungary";"2021-03-15";210890;163249;1368;56446;NA;NA
"Hungary";"2021-03-22";242638;409478;1710;60482;NA;NA
"Hungary";"2021-03-29";214246;440611;1767;48729;NA;NA
"Hungary";"2021-04-05";188957;601077;1780;35388;NA;NA
"Hungary";"2021-04-12";182984;343727;1673;27947;NA;NA
"Hungary";"2021-04-19";153105;540005;1420;18266;NA;NA
"Hungary";"2021-04-26";132502;821688;1107;12657;NA;NA
"Hungary";"2021-05-03";109052;842277;785;8275;NA;NA
"Hungary";"2021-05-10";110235;442092;520;6187;NA;NA
"Hungary";"2021-05-17";94964;564996;347;3773;NA;NA
"Hungary";"2021-05-24";80857;1179803;173;2192;NA;NA
"Hungary";"2021-05-31";92018;752486;133;1551;NA;NA
"Hungary";"2021-06-07";74304;418936;59;956;NA;NA
"Hungary";"2021-06-14";67318;497288;34;585;NA;NA
"Hungary";"2021-06-21";58054;674661;30;412;NA;NA
"Hungary";"2021-06-28";47655;366253;7;220;NA;NA
"Hungary";"2021-07-05";46695;253376;11;277;NA;NA
"Hungary";"2021-07-12";46357;204311;10;325;NA;NA
"Hungary";"2021-07-19";46676;130510;3;398;NA;NA
"Hungary";"2021-07-26";46701;115024;7;384;NA;NA
"Hungary";"2021-08-02";46882;58337;10;365;NA;NA
"Hungary";"2021-08-09";50054;51191;4;493;NA;NA
"Hungary";"2021-08-16";53730;37910;11;617;NA;NA
"Hungary";"2021-08-23";64527;54074;5;1106;NA;NA
"Hungary";"2021-08-30";70748;49150;13;1461;NA;NA
"Hungary";"2021-09-06";81769;44566;19;1917;NA;NA
"Hungary";"2021-09-13";NA;33773;47;2626;NA;NA
"Iceland";"2019-12-30";NA;NA;0;0;NA;NA
"Iceland";"2020-01-06";NA;NA;0;0;NA;NA
"Iceland";"2020-01-13";NA;NA;0;0;NA;NA
"Iceland";"2020-01-20";NA;NA;0;0;NA;NA
"Iceland";"2020-01-27";NA;NA;0;0;NA;NA
"Iceland";"2020-02-03";NA;NA;0;0;0;NA
"Iceland";"2020-02-10";NA;NA;0;0;NA;NA
"Iceland";"2020-02-17";NA;NA;0;0;NA;NA
"Iceland";"2020-02-24";90;NA;0;3;NA;NA
"Iceland";"2020-03-02";388;NA;0;52;NA;NA
"Iceland";"2020-03-09";2424;NA;0;123;NA;NA
"Iceland";"2020-03-16";7358;NA;1;390;NA;NA
"Iceland";"2020-03-23";6183;NA;1;452;NA;NA
"Iceland";"2020-03-30";11396;NA;2;466;NA;NA
"Iceland";"2020-04-06";7608;NA;4;215;NA;NA
"Iceland";"2020-04-13";7655;NA;1;70;NA;NA
"Iceland";"2020-04-20";3234;NA;1;21;NA;NA
"Iceland";"2020-04-27";4100;NA;0;7;NA;NA
"Iceland";"2020-05-04";3736;NA;0;2;NA;NA
"Iceland";"2020-05-11";2669;NA;0;1;NA;NA
"Iceland";"2020-05-18";1974;NA;0;2;NA;NA
"Iceland";"2020-05-25";2282;NA;0;2;NA;NA
"Iceland";"2020-06-01";1664;NA;0;1;NA;NA
"Iceland";"2020-06-08";396;NA;0;3;NA;NA
"Iceland";"2020-06-15";5992;NA;0;5;NA;NA
"Iceland";"2020-06-22";7964;NA;0;6;NA;NA
"Iceland";"2020-06-29";12670;NA;0;9;NA;NA
"Iceland";"2020-07-06";12904;NA;0;3;NA;NA
"Iceland";"2020-07-13";11684;NA;0;6;NA;NA
"Iceland";"2020-07-20";11090;NA;0;8;NA;NA
"Iceland";"2020-07-27";16711;NA;0;60;NA;NA
"Iceland";"2020-08-03";19545;NA;0;51;NA;NA
"Iceland";"2020-08-10";21805;NA;0;53;NA;NA
"Iceland";"2020-08-17";17467;NA;0;53;NA;NA
"Iceland";"2020-08-24";14569;NA;0;41;NA;NA
"Iceland";"2020-08-31";11749;NA;0;36;NA;NA
"Iceland";"2020-09-07";9456;NA;0;24;NA;NA
"Iceland";"2020-09-14";17068;NA;0;181;NA;NA
"Iceland";"2020-09-21";21134;NA;0;277;NA;NA
"Iceland";"2020-09-28";14175;NA;0;298;4.39398682902448;NA
"Iceland";"2020-10-05";21127;NA;0;605;6.31635606672269;NA
"Iceland";"2020-10-12";13780;NA;1;529;4.66861100583851;NA
"Iceland";"2020-10-19";10411;NA;0;393;14.5550813711436;NA
"Iceland";"2020-10-26";12691;NA;1;442;7.41485277397881;NA
"Iceland";"2020-11-02";9613;NA;8;188;6.04173188990866;NA
"Iceland";"2020-11-09";8190;NA;5;111;2.7462417681403;NA
